locus_tag,start,end,length,strand,old_locus_tag,ncbi_protein,gene_name,gene_product,Eggnog_description,COG_category,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,ENTRAF_TF,ENTRAF_hmm_acc,ENTRAF_hmm_name,ENTRAF_Ortholog,DeepTFactor_TF,DeepTFactor_score,P2TF_TF,P2TF_class,P2TF_type,P2TF_description
SYNPCC7942_RS13010,2638476,2639036,561,+,Synpcc7942_2560,WP_011378518.1,,GNAT family N-acetyltransferase,Acetyltransferase (GNAT) family,K,,,,,,,,,,,,Acetyltransf_1,False,,,,False,0.0082,False,,,
SYNPCC7942_RS13015,2639146,2639982,837,-,Synpcc7942_2561,WP_011243859.1,desC,fatty acid desaturase,desaturase,I,,1.14.19.1,ko:K00507,"ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212",,R02222,RC00917,"ko00000,ko00001,ko01000,ko01004",,,,FA_desaturase,False,,,,False,0.0099,False,,,
SYNPCC7942_RS13020,2640067,2641302,1236,+,Synpcc7942_2562,WP_011243858.1,metC,methionine gamma-lyase family protein,Cystathionine beta-lyase family protein (Involved in aluminum resistance),P,,4.4.1.1,ko:K01758,"ko00260,ko00270,ko00450,ko01100,ko01130,ko01230,map00260,map00270,map00450,map01100,map01130,map01230",M00338,"R00782,R01001,R02408,R04770,R04930,R09366","RC00056,RC00069,RC00348,RC00382,RC00710,RC01209,RC01210,RC01245,RC02303","ko00000,ko00001,ko00002,ko01000,ko04147",,,,Met_gamma_lyase,False,,,,False,0.0076,False,,,
SYNPCC7942_RS13025,2641349,2644351,3003,+,Synpcc7942_2563,WP_011243857.1,sbcC,SMC family ATPase,ATPase involved in DNA repair,L,,,ko:K03546,,,,,"ko00000,ko03400",,,,"AAA_15,AAA_23,Rad50_zn_hook,SbcCD_C",False,,,,False,0.0293,False,,,
SYNPCC7942_RS13030,2644317,2644793,477,-,Synpcc7942_2564,WP_011243856.1,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",I,,,ko:K02160,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376",R00742,"RC00040,RC00367","ko00000,ko00001,ko00002",,,,Biotin_lipoyl,False,,,,False,0.0123,False,,,
SYNPCC7942_RS13035,2644835,2645392,558,-,Synpcc7942_2565,WP_011243855.1,efp,elongation factor P,"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase",J,"GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,ko:K02356,,,,,"ko00000,ko03012",,,,"EFP,EFP_N,Elong-fact-P_C",False,,,,False,0.0132,False,,,
SYNPCC7942_RS13040,2645522,2646619,1098,+,Synpcc7942_2566,WP_011378520.1,psbQ,photosystem II protein PsbQ,Peptidyl-prolyl cis-trans isomerase,M,,5.2.1.8,ko:K01802,,,,,"ko00000,ko01000",,,,Pro_isomerase,False,,,,False,0.0074,False,,,
SYNPCC7942_RS13045,2646633,2647616,984,+,Synpcc7942_2567,WP_011243853.1,thiL,thiamine-phosphate kinase,"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1",H,,2.7.4.16,ko:K00946,"ko00730,ko01100,map00730,map01100",M00127,R00617,RC00002,"ko00000,ko00001,ko00002,ko01000",,,,"AIRS,AIRS_C",False,,,,False,0.0101,False,,,
SYNPCC7942_RS13050,2647628,2648101,474,-,Synpcc7942_2568,WP_011243852.1,,hypothetical protein,,X,,,,,,,,,,,,,False,,,,False,0.0124,False,,,
SYNPCC7942_RS13055,2648098,2648820,723,-,Synpcc7942_2569,WP_011243851.1,pyrF,orotidine-5'-phosphate decarboxylase,Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP),F,"GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.1.1.23,ko:K01591,"ko00240,ko01100,map00240,map01100",M00051,R00965,RC00409,"ko00000,ko00001,ko00002,ko01000",,,,OMPdecase,False,,,,False,0.0131,False,,,
SYNPCC7942_RS13060,2648824,2650032,1209,-,Synpcc7942_2570,WP_011243850.1,tyrS,tyrosine--tRNA ligase,Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr),J,"GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564",6.1.1.1,ko:K01866,"ko00970,map00970","M00359,M00360",R02918,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",,,,"S4,tRNA-synt_1b",False,,,,False,0.0061,False,,,
SYNPCC7942_RS13065,2650102,2651979,1878,+,Synpcc7942_2571,WP_011243849.1,mrcB,penicillin-binding protein,penicillin-binding protein,M,,"2.4.1.129,3.4.16.4",ko:K05366,"ko00550,ko01100,ko01501,map00550,map01100,map01501",,,,"ko00000,ko00001,ko01000,ko01003,ko01011",,GT51,,"Transgly,Transpeptidase",False,,,,False,0.0083,False,,,
SYNPCC7942_RS13070,2652060,2652377,318,-,Synpcc7942_2572,WP_011243848.1,,DUF1825 family protein,Domain of unknown function (DUF1825),S,,,,,,,,,,,,DUF1825,False,,,,False,0.0834,False,,,
SYNPCC7942_RS13075,2652516,2653346,831,-,Synpcc7942_2573,WP_011243847.1,mntB,metal ABC transporter permease,"COG1108 ABC-type Mn2 Zn2 transport systems, permease components",P,,,"ko:K09819,ko:K11602","ko02010,ko02020,map02010,map02020","M00243,M00316",,,"ko00000,ko00001,ko00002,ko02000","3.A.1.15,3.A.1.15.1",,,ABC-3,False,,,,False,0.0058,False,,,
SYNPCC7942_RS13080,2653347,2654102,756,-,Synpcc7942_2574,WP_011378521.1,,metal ABC transporter ATP-binding protein,"COG1121 ABC-type Mn Zn transport systems, ATPase component",P,,,ko:K09820,,M00243,,,"ko00000,ko00002,ko02000",3.A.1.15,,,ABC_tran,False,,,,False,0.0078,False,,,
SYNPCC7942_RS13085,2654163,2655104,942,+,Synpcc7942_2575,WP_011243845.1,mntC,zinc ABC transporter substrate-binding protein,Belongs to the bacterial solute-binding protein 9 family,P,,,"ko:K09818,ko:K11601","ko02010,ko02020,map02010,map02020","M00243,M00316",,,"ko00000,ko00001,ko00002,ko02000","3.A.1.15,3.A.1.15.1",,,ZnuA,False,,,,False,0.0073,False,,,
SYNPCC7942_RS13115,2660596,2662110,1515,-,Synpcc7942_2576,WP_011378522.1,,site-2 protease family protein,Peptidase family M50,S,,,,,,,,,,,,Peptidase_M50,False,,,,False,0.005,False,,,
SYNPCC7942_RS13120,2662169,2663092,924,-,Synpcc7942_2577,WP_011243843.1,murQ,N-acetylmuramic acid 6-phosphate etherase,"Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate",H,,4.2.1.126,ko:K07106,"ko00520,ko01100,map00520,map01100",,R08555,"RC00397,RC00746","ko00000,ko00001,ko01000",,,,"SIS,SIS_2",False,,,,False,0.0078,False,,,
SYNPCC7942_RS13125,2663093,2663566,474,-,Synpcc7942_2578,WP_011243842.1,,DUF3110 domain-containing protein,Protein of unknown function (DUF3110),S,,,,,,,,,,,,DUF3110,False,,,,False,0.0082,False,,,
SYNPCC7942_RS13130,2663566,2664450,885,-,Synpcc7942_2579,WP_011243841.1,dnaJ3,DnaJ domain-containing protein,DnaJ C terminal domain,O,,,ko:K05516,,,,,"ko00000,ko03036,ko03110",,,,"DnaJ,DnaJ_C",False,,,,False,0.0403,False,,,
SYNPCC7942_RS13135,2664460,2666709,2250,-,Synpcc7942_2580,WP_011378523.1,dnaK,molecular chaperone DnaK,Heat shock 70 kDa protein,O,,,ko:K04043,"ko03018,ko04212,ko05152,map03018,map04212,map05152",,,,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",1.A.33.1,,,HSP70,False,,,,False,0.0043,False,,,
SYNPCC7942_RS13145,2667018,2667386,369,+,Synpcc7942_2581,WP_011243839.1,,2Fe-2S iron-sulfur cluster-binding protein,Ferredoxin,C,,,ko:K02639,"ko00195,map00195",,,,"ko00000,ko00001,ko00194",,,,Fer2,False,,,,False,0.0423,False,,,
SYNPCC7942_RS13150,2667390,2668211,822,+,Synpcc7942_2582,WP_011243838.1,suhB,inositol monophosphatase,Inositol monophosphatase,G,"GO:0003674,GO:0003824,GO:0005975,GO:0006020,GO:0006066,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008934,GO:0009056,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0019751,GO:0023052,GO:0042578,GO:0043647,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0046164,GO:0046174,GO:0046434,GO:0046838,GO:0046855,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0052745,GO:0052834,GO:0065007,GO:0071545,GO:0071704,GO:1901575,GO:1901615,GO:1901616",3.1.3.25,ko:K01092,"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070",M00131,"R01185,R01186,R01187",RC00078,"ko00000,ko00001,ko00002,ko01000",,,,Inositol_P,False,,,,False,0.0062,False,,,
SYNPCC7942_RS13155,2668299,2668931,633,+,Synpcc7942_2583,WP_011243837.1,,DUF3386 domain-containing protein,Protein of unknown function (DUF3386),S,,,,,,,,,,,,DUF3386,False,,,,False,0.0075,False,,,
SYNPCC7942_RS13160,2668941,2669705,765,+,Synpcc7942_2584,WP_011243836.1,csgA,SDR family oxidoreductase,COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),IQ,,,,,,,,,,,,"adh_short,adh_short_C2",False,,,,False,0.0136,False,,,
SYNPCC7942_RS13165,2669713,2670228,516,-,Synpcc7942_2585,WP_011243835.1,,Rrf2 family transcriptional regulator,transcriptional regulator,K,,,,,,,,,,,,Rrf2,False,,,,True,0.9879,True,TR,Rrf2,"Transcription factor, Rrf2 family contains 1 Rrf2"
SYNPCC7942_RS13170,2670355,2670792,438,+,Synpcc7942_2586,WP_011243834.1,,DUF202 domain-containing protein,Domain of unknown function (DUF202),S,,,ko:K00389,,,,,ko00000,,,,DUF202,False,,,,False,0.0045,False,,,
SYNPCC7942_RS13175,2670866,2671393,528,-,Synpcc7942_2587,WP_011243833.1,,DUF3916 domain-containing protein,Protein of unknown function (DUF3916),S,,,,,,,,,,,,DUF3916,False,,,,False,0.0145,False,,,
SYNPCC7942_RS13180,2671412,2672932,1521,-,Synpcc7942_2588,WP_011243832.1,ubiD,UbiD family decarboxylase,Belongs to the UbiD family,H,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008694,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",4.1.1.98,ko:K03182,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00117,"R04985,R04986",RC00391,"ko00000,ko00001,ko00002,ko01000",,,,UbiD,False,,,,False,0.009,False,,,
SYNPCC7942_RS13185,2673063,2673848,786,+,Synpcc7942_2589,WP_011243831.1,comB,2-phosphosulfolactate phosphatase family protein,Belongs to the ComB family,H,"GO:0003674,GO:0003824,GO:0016829,GO:0016830,GO:0016831,GO:0050545",3.1.3.71,ko:K05979,"ko00680,ko01120,map00680,map01120",M00358,R05789,RC00428,"ko00000,ko00001,ko00002,ko01000",,,,2-ph_phosp,False,,,,False,0.0213,False,,,
SYNPCC7942_RS13190,2674093,2674608,516,+,Synpcc7942_2590,WP_011243830.1,CP_1053,type II secretion system GspH family protein,general secretion pathway protein,NU,,,"ko:K02458,ko:K02459,ko:K02650,ko:K10927","ko02020,ko03070,ko05111,map02020,map03070,map05111",M00331,,,"ko00000,ko00001,ko00002,ko02035,ko02044","3.A.15,3.A.15.2",,,N_methyl,False,,,,False,0.0121,False,,,
SYNPCC7942_RS13195,2674605,2675273,669,+,Synpcc7942_2591,WP_011378524.1,,hypothetical protein,General secretion pathway protein,U,,,,,,,,,,,,,False,,,,False,0.0102,False,,,
SYNPCC7942_RS13200,2675317,2675922,606,-,Synpcc7942_2592,WP_039755900.1,pyrE,orotate phosphoribosyltransferase,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",F,,2.4.2.10,ko:K00762,"ko00240,ko01100,map00240,map01100",M00051,R01870,RC00611,"ko00000,ko00001,ko00002,ko01000",,,iJN678.umpS,Pribosyltran,False,,,,False,0.0108,False,,,
SYNPCC7942_RS13205,2676025,2676561,537,+,Synpcc7942_2593,WP_011378526.1,,hypothetical protein,,X,,,,,,,,,,,,,False,,,,False,0.0043,False,,,
SYNPCC7942_RS13215,2676733,2677371,639,+,Synpcc7942_2594,WP_155813911.1,,hypothetical protein,,X,,,,,,,,,,,,,False,,,,False,0.0081,False,,,
SYNPCC7942_RS13220,2677378,2678808,1431,+,Synpcc7942_2595,WP_011243825.1,,hemolysin family protein,COG1253 Hemolysins and related proteins containing CBS domains,P,,,ko:K03699,,,,,"ko00000,ko02042",,,,"CBS,CorC_HlyC,DUF21",False,,,,False,0.0112,False,,,
SYNPCC7942_RS13225,2678860,2679921,1062,+,Synpcc7942_2596,WP_011243824.1,mviM,Gfo/Idh/MocA family oxidoreductase,Oxidoreductase,S,,,ko:K03810,,,,,ko00000,,,,"GFO_IDH_MocA,GFO_IDH_MocA_C",False,,,,False,0.0095,False,,,
SYNPCC7942_RS13230,2679934,2680413,480,+,Synpcc7942_2597,WP_011243823.1,,CYTH domain-containing protein,protein conserved in bacteria,S,,4.6.1.1,ko:K01768,"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213",M00695,"R00089,R00434",RC00295,"ko00000,ko00001,ko00002,ko01000",,,,CYTH,False,,,,False,0.0168,False,,,
SYNPCC7942_RS13235,2680410,2681486,1077,-,Synpcc7942_2598,WP_011243822.1,,hypothetical protein,Glycosyl Transferase,S,,,,,,,,,,,,,False,,,,False,0.008,False,,,
SYNPCC7942_RS13240,2681486,2681839,354,-,Synpcc7942_2599,WP_011243821.1,,phenylpyruvate tautomerase MIF-related protein,Macrophage migration inhibitory factor (MIF),S,,,,,,,,,,,,MIF,False,,,,False,0.0124,False,,,
SYNPCC7942_RS13245,2681983,2682939,957,-,Synpcc7942_2600,WP_011243820.1,ctaB,heme o synthase,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,H,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.141,ko:K02257,"ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714",M00154,R07411,RC01786,"ko00000,ko00001,ko00002,ko01000,ko01006,ko03029",,,,UbiA,False,,,,False,0.0068,False,,,
SYNPCC7942_RS13250,2682899,2683813,915,-,Synpcc7942_2601,WP_011378529.1,ctaA,COX15/CtaA family protein,cytochrome oxidase assembly,O,,,ko:K02259,"ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714",M00154,R07412,RC00769,"ko00000,ko00001,ko00002,ko03029",3.D.4.4,,,COX15-CtaA,False,,,,False,0.003,False,,,
SYNPCC7942_RS13255,2684044,2684991,948,+,Synpcc7942_2602,WP_011243818.1,coxB,cytochrome c oxidase subunit II,Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),C,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009319,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0032991,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0070069,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:1901135,GO:1901360,GO:1901564,GO:1902494",1.9.3.1,ko:K02275,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.2,3.D.4.4,3.D.4.6",,,"COX2,COX2_TM",False,,,,False,0.005,False,,,
SYNPCC7942_RS13260,2685051,2686676,1626,+,Synpcc7942_2603,WP_011243817.1,ctaD,cytochrome c oxidase subunit I,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,C,,1.9.3.1,ko:K02274,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.6",,,COX1,False,,,,False,0.0046,False,,,
SYNPCC7942_RS13265,2686728,2687315,588,+,Synpcc7942_2604,WP_011243816.1,ctaE,heme-copper oxidase subunit III,"Heme copper-type cytochrome quinol oxidase, subunit 3",C,,1.9.3.1,ko:K02276,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.4,3.D.4.6",,,COX3,False,,,,False,0.0054,False,,,
SYNPCC7942_RS13270,2687378,2688034,657,-,Synpcc7942_2605,WP_011243815.1,,hypothetical protein,lipopolysaccharide N-acetylmannosaminouronosyltransferase activity,M,,,,,,,,,,,,,False,,,,False,0.021,False,,,
SYNPCC7942_RS13275,2688305,2690119,1815,-,Synpcc7942_2606,WP_011378530.1,thrS,threonine--tRNA ligase,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr),J,"GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.3,ko:K01868,"ko00970,map00970","M00359,M00360",R03663,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",,,iJN678.thrS,"HGTP_anticodon,tRNA-synt_2b,tRNA_SAD",False,,,,False,0.0146,False,,,
SYNPCC7942_RS13280,2690206,2691003,798,-,Synpcc7942_2607,WP_011243813.1,xth,exodeoxyribonuclease III,exodeoxyribonuclease III,L,,3.1.11.2,ko:K01142,"ko03410,map03410",,,,"ko00000,ko00001,ko01000,ko03400",,,,Exo_endo_phos,False,,,,False,0.0152,False,,,
SYNPCC7942_RS13285,2691104,2691424,321,+,Synpcc7942_2608,WP_011378531.1,,hypothetical protein,,X,,,,,,,,,,,,,False,,,,False,0.0049,False,,,
SYNPCC7942_RS13290,2691626,2692156,531,+,Synpcc7942_2609,WP_011243811.1,,alpha/beta hydrolase,Alpha/beta hydrolase of unknown function (DUF1400),S,,,,,,,,,,,,DUF1400,False,,,,False,0.0068,False,,,
SYNPCC7942_RS13295,2692153,2692950,798,-,Synpcc7942_2610,WP_011378532.1,cobA,uroporphyrinogen-III C-methyltransferase,Belongs to the precorrin methyltransferase family,H,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.1.1.107,ko:K02303,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03194,"RC00003,RC00871","ko00000,ko00001,ko00002,ko01000",,,,TP_methylase,False,,,,False,0.0102,False,,,
SYNPCC7942_RS13300,2692993,2693757,765,-,Synpcc7942_2611,WP_011378533.1,cbiX,hypothetical protein,CbiX,S,,,,,,,,,,,,CbiX,False,,,,False,0.0061,False,,,
SYNPCC7942_RS13305,2693828,2694928,1101,+,Synpcc7942_2612,WP_011243808.1,thrC,threonine synthase,Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine,E,"GO:0003674,GO:0003824,GO:0004795,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008144,GO:0016829,GO:0016835,GO:0016838,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363",4.2.3.1,ko:K01733,"ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230",M00018,"R01466,R05086","RC00017,RC00526","ko00000,ko00001,ko00002,ko01000",,,,PALP,False,,,,False,0.0114,False,,,
SYNPCC7942_RS13310,2695049,2695870,822,-,Synpcc7942_2613,WP_011243807.1,cbbZp,HAD-IA family hydrolase,haloacid dehalogenase-like hydrolase,S,,3.1.3.18,ko:K01091,"ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130",,R01334,RC00017,"ko00000,ko00001,ko01000",,,,HAD_2,False,,,,False,0.0,False,,,
HKK26_RS00005,205,3204,3000,+,anL01,WP_011055119.1,,DUF3854 domain-containing protein,"K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit",L,,,,,,,,,,,,DUF3854,False,,,,False,0.0,False,,,
HKK26_RS00010,3314,4228,915,-,anL02,WP_011055120.1,,hypothetical protein,,X,,,,,,,,,,,,,False,,,,False,0.0,False,,,
